MovieId,Title,Tmdb_id,vote_average,vote_count,popularity,overview,,,,,,,,,,,,,,
2093,Lemon Tree Passage,280000,4.4,49,2.733,"An Australian urban legend comes screaming on the Ozploitation scene. It’s said that if you drive down the creepy road of Lemon Tree Passage, and witness a sudden flash of light in the trees, you'll be forever haunted by the tormented spirit of a man killed by thrill speeding teenagers. Wanting to put this old wives’ tale to the test, a car-load of non-believers take the supposedly cursed journey and do indeed see a strange manifestation. But it’s not the one of popular myth - this sudden possession of one of their number involves another altogether more shocking crime. That of a young girl raped and murdered on the same stretch of highway. As one urban legend trumps another, the scared passengers must sort out the facts of both cases before vengeful justice from beyond the grave can be meted out with moody atmosphere, ghostly thrills and supernatural suspense.",,,,,,,,,,,,,,
2094,Leprechaun: Origins,126172,3.6,78,5.015,Two young couples backpacking through Ireland discover that one of Ireland's most famous legends is a terrifying reality.,,,,,,,,,,,,,,
2095,Let's Be Cops,193893,6.3,1563,13.484,"It's the ultimate buddy cop movie except for one thing: they're not cops.  When two struggling pals dress as police officers for a costume party, they become neighborhood sensations.  But when these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",,,,,,,,,,,,,,
2096,Leviathan,127962,6.8,34,1.634,"Set aboard a hulking fishing vessel as it navigates the treacherous waves off the New England coast. The very waters that once inspired Moby Dick, the film captures the harsh, unforgiving world of the fishermen in starkly haunting, yet beautiful detail.",,,,,,,,,,,,,,
2096,Leviathan,265180,7.4,329,6.207,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",,,,,,,,,,,,,,
2097,Life After Beth,244566,5.1,327,5.452,"Zach is devastated by the unexpected death of his girlfriend, Beth. When she mysteriously returns, he gets a second chance at love. Soon his whole world turns upside down...",,,,,,,,,,,,,,
2098,Life In A Fishbowl,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2099,Life Itself,250766,7.7,202,9.598,"Life Itself recounts the surprising and entertaining life of renowned film critic and social commentator Roger Ebert. The film details his early days as a freewheeling bachelor and Pulitzer Prize winner, his famously contentious partnership with Gene Siskel, his life-altering marriage, and his brave and transcendent battle with cancer.",,,,,,,,,,,,,,
2099,Life Itself,446696,8.1,11,3.105,"As a young New York couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",,,,,,,,,,,,,,
2100,Like Father, Like Son,177945,7.5,187,5.624,Ryota Nonomiya is a successful businessman driven by money. He learns that his biological son was switched with another child after birth. He must make a life-changing decision and choose his true son or the boy he raised as his own.,,,,,,,,,,,,,
2100,Like Father, Like Son,410840,5,3,0.6,Kang-se is released from prison and comes back home in 6 years to find out his father who lived alone was killed by a woman named Ok-ryeon.,,,,,,,,,,,,,
2100,Like Father, Like Son,516647,0,0,0.6,Like Father Like Son is a hilarious play that looks at issues such as fatherhood (or the lack of it) double infidelity and the unprofessional conduct of some music producers.,,,,,,,,,,,,,
2101,Lilting,248212,7.2,64,2.952,"A young man of Chinese-Cambodian descent dies, leaving behind his isolated mother and his lover of four years. Though the two don't share a language, they grow close through their grief.",,,,,,,,,,,,,,
2102,The Look of Silence,267480,8.1,112,4.2,A family that survives the genocide in Indonesia confronts the men who killed one of their brothers.,,,,,,,,,,,,,,
2103,Lost River,167810,5.8,320,6.199,"A single mother is swept into a dark underworld, while her teenage son discovers a road that leads him to a secret underwater town.",,,,,,,,,,,,,,
2104,Love & Mercy,271714,7.2,333,5.462,The life of reclusive and eccentric Beach Boys songwriter and musician Brian Wilson.,,,,,,,,,,,,,,
2105,Lucy,240832,6.3,8979,14.464,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",,,,,,,,,,,,,,
2106,Magic in the Moonlight,229297,6.5,1121,6.222,"Set in the 1920s French Riviera, a master magician is commissioned to try and expose a psychic as a fraud.",,,,,,,,,,,,,,
2107,Maleficent,102651,7,7136,21.451,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",,,,,,,,,,,,,,
2108,A Matter of Faith,291348,4.8,18,1.057,"A Christian girl, Rachel Whitaker (Jordan Trovillion) goes off to college for her freshman year and begins to be influenced by her popular Biology professor (Harry Anderson) who teaches that evolution is the answer to the origins of life. When Rachel’s father, Stephen Whitaker (Jay Pickett) senses something changing with his daughter, he begins to examine the situation and what he discovers catches him completely off guard. Now very concerned about Rachel drifting away from her Christian faith, he tries to do something about it!",,,,,,,,,,,,,,
2108,A Matter of Faith,168349,6.5,1,0.6,"Set in the magical Karoo town of Prince Albert the story revolves around forgiveness, acceptance and the meaning of miracles.  When Maritjie Naude, an 18 year old farmgirl and the only child of Ella and Kallie the owners of Hoopfontein, comes home on Christmas Eve and tells them that she’s pregnant, it’s enough to shock any parents of a young daughter, but then she drops a real bombshell that will flabbergast not only her mum and dad, but the entire town. Maritjie assures them that she’s still a virgin. The only explanation to her pregnancy – it must be the work of the Holy Spirit!",,,,,,,,,,,,,,
2109,Men, Women & Children,243684,6.6,473,6.131,"Follows the story of a group of high school teenagers and their parents as they attempt to navigate the many ways the internet has changed their relationships, their communication, their self-image, and their love lives.",,,,,,,,,,,,,
2110,Mercenaries,277597,4.2,43,2.577,"A diplomatic official is captured and imprisoned while touring a war zone, so a team of elite female commandos is assembled to infiltrate a women's prison for a daring rescue.",,,,,,,,,,,,,,
2110,Mercenaries,80177,5.4,8,1.176,"Andy Marlow, an ex British S.A.S serviceman turned mercenary, is sent into the Balkans after a military coup has arisen to rescue a U.S ambassador and his aide.",,,,,,,,,,,,,,
2111,Million Dollar Arm,198185,6.8,331,5.549,"In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",,,,,,,,,,,,,,
2112,A Million Ways to Die in the West,188161,5.8,1999,9.244,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",,,,,,,,,,,,,,
2113,Moms' Night Out,252680,5.7,157,5.157,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",,,,,,,,,,,,,,
2114,"Monty Python Live (Mostly): One Down, Five to Go",Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2115,The Monuments Men,152760,5.9,1987,6.325,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",,,,,,,,,,,,,,
2116,Mr. Peabody & Sherman,82703,6.7,1192,7.899,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.",,,,,,,,,,,,,,
2117,Mr Turner,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2118,Mune: Guardian of the Moon,323661,7,198,8.641,"When a faun named Mune becomes the Guardian of the Moon, little did he had unprepared experience with the Moon and an accident that could put both the Moon and the Sun in danger, including a corrupt titan named Necross who wants the Sun for himself and placing the balance of night and day in great peril. Now with the help of a wax-child named Glim and the warrior, Sohone who also became the Sun Guardian, they go out on an exciting journey to get the Sun back and restore the Moon to their rightful place in the sky.",,,,,,,,,,,,,,
